"OmniMap_ID","OmniDisease_ID","OmniDisease","OmniDiseaseType","MCode","DiseasePath","ReportDiseaseName","DownloadDate","Version","VersionDate"
178,"OmniDx_0019","Bladder","Solid Tumor","MD-0288","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
179,"OmniDx_0019","Bladder","Solid Tumor","MD-0294","Bladder / Urothelial tumor / Sarcomatoid","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
180,"OmniDx_0019","Bladder","Solid Tumor","MD-0298","Bladder / Urothelial tumor / Undifferentiated","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
181,"OmniDx_0019","Bladder","Solid Tumor","MD-1076","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / High Grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
182,"OmniDx_0019","Bladder","Solid Tumor","MD-1077","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Inverted urothelial papilloma","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
183,"OmniDx_0019","Bladder","Solid Tumor","MD-1078","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Low Grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
184,"OmniDx_0019","Bladder","Solid Tumor","MD-1079","Bladder / Urothelial tumor / Lymphoepithelioma-like / Lymphoma-like","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
185,"OmniDx_0019","Bladder","Solid Tumor","MD-1080","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Microcystic","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
186,"OmniDx_0019","Bladder","Solid Tumor","MD-1082","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / Nested","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
187,"OmniDx_0019","Bladder","Solid Tumor","MD-1083","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
188,"OmniDx_0019","Bladder","Solid Tumor","MD-1084","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
189,"OmniDx_0019","Bladder","Solid Tumor","MD-1085","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
190,"OmniDx_0019","Bladder","Solid Tumor","MD-1086","Bladder / Urothelial tumor / Lymphoepithelioma-like / Plasmacytoid","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
191,"OmniDx_0019","Bladder","Solid Tumor","MD-1088","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial carcinoma in situ","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
192,"OmniDx_0019","Bladder","Solid Tumor","MD-1089","Bladder / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial papilloma","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
193,"OmniDx_0019","Bladder","Solid Tumor","MD-1090","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with glandular differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
194,"OmniDx_0019","Bladder","Solid Tumor","MD-1091","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with squamous differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
195,"OmniDx_0019","Bladder","Solid Tumor","MD-1092","Bladder / Urothelial tumor / Infiltrating urothelial carcinoma / with trophoblastic differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
196,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-0100","Kidney / Urothelial tumor","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
197,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-0512","Kidney / Urothelial tumor / Giant cell","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
198,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-0515","Kidney / Urothelial tumor / Infiltrating urothelial carcinoma","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
199,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-0520","Kidney / Urothelial tumor / Lymphoepithelioma-like","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
200,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-0525","Kidney / Urothelial tumor / Micropapillary","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
201,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-0533","Kidney / Urothelial tumor / Non-invasive urothelial neoplasias","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
202,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-0546","Kidney / Urothelial tumor / Sarcomatoid","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
203,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-0552","Kidney / Urothelial tumor / Undifferentiated","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
204,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1418","Kidney / Urothelial tumor / Infiltrating urothelial carcinoma / High Grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
205,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1419","Kidney / Urothelial tumor / Non-invasive urothelial neoplasias / Inverted urothelial papilloma","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
206,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1420","Kidney / Urothelial tumor / Infiltrating urothelial carcinoma / Low Grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
207,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1421","Kidney / Urothelial tumor / Lymphoepithelioma-like / Lymphoma-like","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
208,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1422","Kidney / Urothelial tumor / Infiltrating urothelial carcinoma / Microcystic","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
209,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1423","Kidney / Urothelial tumor / Infiltrating urothelial carcinoma / Nested","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
210,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1424","Kidney / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
211,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1425","Kidney / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
212,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1426","Kidney / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
213,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1427","Kidney / Urothelial tumor / Lymphoepithelioma-like / Plasmacytoid","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
214,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1428","Kidney / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial carcinoma in situ","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
215,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1429","Kidney / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial papilloma","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
216,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1430","Kidney / Urothelial tumor / Infiltrating urothelial carcinoma / with glandular differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
217,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1431","Kidney / Urothelial tumor / Infiltrating urothelial carcinoma / with squamous differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
218,"OmniDx_0043","Kidney and Renal Pelvis","Solid Tumor","MD-1432","Kidney / Urothelial tumor / Infiltrating urothelial carcinoma / with trophoblastic differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
219,"OmniDx_0026","Prostate","Solid Tumor","MD-0776","Prostate / Epithelial tumors (other) / Urothelial carcinoma","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
220,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-0261","Ureter / Urothelial tumor","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
221,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-1022","Ureter / Urothelial tumor / Giant cell 8031|3","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
222,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-1024","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
223,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-1027","Ureter / Urothelial tumor / Lymphoepithelioma-like 8082|3","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
224,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-1032","Ureter / Urothelial tumor / Micropapillary 8131|3","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
225,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-1034","Ureter / Urothelial tumor / Non-invasive urothelial neoplasias","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
226,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-1040","Ureter / Urothelial tumor / Sarcomatoid 8122|3","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
227,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-1044","Ureter / Urothelial tumor / Undifferentiated 8020|3","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
228,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2073","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / High Grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
229,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2074","Ureter / Urothelial tumor / Non-invasive urothelial neoplasias / Inverted urothelial papilloma 8121|0","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
230,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2075","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / Low Grade","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
231,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2076","Ureter / Urothelial tumor / Lymphoepithelioma-like 8082|3 / Lymphoma-like","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
232,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2077","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / Microcystic","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
233,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2079","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / Nested","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
234,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2080","Ureter / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, high grade 8130|23","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
235,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2081","Ureter / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial carcinoma, low grade 8130|21","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
236,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2082","Ureter / Urothelial tumor / Non-invasive urothelial neoplasias / Non-invasive papillary urothelial neoplasm of low malignant potential 8130|1","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
237,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2083","Ureter / Urothelial tumor / Lymphoepithelioma-like 8082|3 / Plasmacytoid","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
238,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2085","Ureter / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial carcinoma in situ 8120|2","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
239,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2086","Ureter / Urothelial tumor / Non-invasive urothelial neoplasias / Urothelial papilloma 8120|0","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
240,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2087","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / with glandular differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
241,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2088","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / with squamous differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
242,"OmniDx_0078","Urinary Organ","Solid Tumor","MD-2089","Ureter / Urothelial tumor / Infiltrating urothelial carcinoma 8120|3 / with trophoblastic differentiation","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
245,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-0853","Skin / Neural Tumors / Merkel cell carcinoma","Merkel Cell Carcinoma","10/03/2019",101,"01/14/2020"
246,"OmniDx_0063","Neuroendocrine Tumors","Solid Tumor","MD-1967","Other Gynecological / Vulva / Miscellaneous tumors / Merkel cell tumor","Merkel Cell Carcinoma","10/03/2019",101,"01/14/2020"
247,"OmniDx_0034","Esophageal","Solid Tumor","MD-1265","Esophageal / Epithelial Tumors / Carcinoma / Adenocarcinoma","Gastroesophageal Junction Adenocarcinoma","10/03/2019",101,"01/14/2020"
248,"OmniDx_0009","Stomach","Solid Tumor","MD-1876","Stomach / Epithelial tumors / Carcinoma / Signet-ring cell carcinoma","Gastric Adenocarcinoma","10/03/2019",101,"01/14/2020"
249,"OmniDx_0009","Stomach","Solid Tumor","MD-0191","Stomach / Epithelial tumors","Gastric Adenocarcinoma","10/03/2019",101,"01/14/2020"
250,"OmniDx_0009","Stomach","Solid Tumor","MD-0862","Stomach / Epithelial tumors / Carcinoma","Gastric Adenocarcinoma","10/03/2019",101,"01/14/2020"
251,"OmniDx_0034","Esophageal","Solid Tumor","MD-1268","Esophageal / Epithelial Tumors / Carcinoma / Basaloid squamous cell carcinoma","Esophageal Squamous Cell Carcinoma","10/03/2019",101,"01/14/2020"
253,"OmniDx_0034","Esophageal","Solid Tumor","MD-1275","Esophageal / Epithelial Tumors / Carcinoma / Spindle cell (squamous) carcinoma","Esophageal Squamous Cell Carcinoma","10/03/2019",101,"01/14/2020"
254,"OmniDx_0034","Esophageal","Solid Tumor","MD-1277","Esophageal / Epithelial Tumors / Carcinoma / Squamous cell carcinoma","Esophageal Squamous Cell Carcinoma","10/03/2019",101,"01/14/2020"
255,"OmniDx_0034","Esophageal","Solid Tumor","MD-1280","Esophageal / Epithelial Tumors / Carcinoma / Verrucous (squamous) carcinoma","Esophageal Squamous Cell Carcinoma","10/03/2019",101,"01/14/2020"
256,"OmniDx_0034","Esophageal","Solid Tumor","MD-2756","Gastroesophageal junction / Epithelial tumors / Squamous cell carcinoma","Esophageal Squamous Cell Carcinoma","10/03/2019",101,"01/14/2020"
257,"OmniDx_0034","Esophageal","Solid Tumor","MD-0080","Esophageal / Epithelial Tumors","Gastroesophageal Junction Adenocarcinoma","10/03/2019",101,"01/14/2020"
258,"OmniDx_0034","Esophageal","Solid Tumor","MD-0441","Esophageal / Epithelial Tumors / Carcinoma","Gastroesophageal Junction Adenocarcinoma","10/03/2019",101,"01/14/2020"
259,"OmniDx_0034","Esophageal","Solid Tumor","MD-1267","Esophageal / Epithelial Tumors / Carcinoma / Adenosquamous carcinoma","Gastroesophageal Junction Adenocarcinoma","10/03/2019",101,"01/14/2020"
260,"OmniDx_0009","Stomach","Solid Tumor","MD-1878","Stomach / Epithelial tumors / Carcinoma / Squamous cell carcinoma","Gastric Squamous Cell Carcinoma","10/03/2019",101,"01/14/2020"
261,"OmniDx_0068","Sarcoma","Solid Tumor","MD-2766","GIST","Gastrointestinal Stromal Tumor","10/03/2019",101,"01/14/2020"
262,"OmniDx_0039","Head and Neck","Solid Tumor","MD-2765","Head & Neck / Squamous cell carcinoma","Squamous Cell Carcinoma of Head and Neck","10/03/2019",101,"01/14/2020"
263,"OmniDx_0007","Thyroid","Solid Tumor","MD-0942","Thyroid / Thyroid carcinomas / Undifferentiated (anaplastic) carcinoma","Anaplastic Thyroid Carcinoma","10/03/2019",101,"01/14/2020"
264,"OmniDx_0068","Sarcoma","Solid Tumor","MD-0863","Stomach / Non-epithelial tumors / GI stromal tumor","Gastrointestinal Stromal Tumor","10/03/2019",101,"01/14/2020"
265,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1871","Stomach / Non-epithelial tumors / GI stromal tumor / Benign","Gastrointestinal Stromal Tumor","10/03/2019",101,"01/14/2020"
266,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1872","Stomach / Non-epithelial tumors / GI stromal tumor / Malignant","Gastrointestinal Stromal Tumor","10/03/2019",101,"01/14/2020"
267,"OmniDx_0068","Sarcoma","Solid Tumor","MD-1880","Stomach / Non-epithelial tumors / GI stromal tumor / Uncertain malignant potential","Gastrointestinal Stromal Tumor","10/03/2019",101,"01/14/2020"
268,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0019","Salivary Glands","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
269,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0172","Salivary Glands / Malignant Epithelial Tumor","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
270,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0490","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
271,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0777","Salivary Glands / Malignant Epithelial Tumor / Acinic cell carcinoma","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
272,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-0779","Salivary Glands / Malignant Epithelial Tumor / Adenoid cystic carcinoma","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
273,"OmniDx_0039","Head and Neck Cancer","Solid Tumor","MD-2239","Head & Neck / Oral Cavity and Oropharynx / Salivary gland tumors / Salivary gland carcinomas / Adenoid cystic carcinoma","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
274,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-0597","Lung / Malignant Epithelial / Salivary Gland type carcinoma","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
275,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1460","Lung / Malignant Epithelial / Salivary Gland type carcinoma / Adenoid cystic carcinoma","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
276,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1471","Lung / Malignant Epithelial / Salivary Gland type carcinoma / Epithelial-myoepithelial carcinoma","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
277,"OmniDx_0002","Lung Cancer","Solid Tumor","MD-1484","Lung / Malignant Epithelial / Salivary Gland type carcinoma / Mucoepidermoid carcinoma","Salivary Gland Cancer","10/03/2019",101,"01/14/2020"
278,"OmniDx_0019","Bladder Cancer","Solid Tumor","MD-0261","Ureter / Urothelial tumor","Urothelial Carcinoma","10/03/2019",101,"01/14/2020"
279,"OmniDx_0007","Thyroid Cancer","Solid Tumor","MD-0922","Thyroid / Thyroid carcinomas / Medullary carcinoma","Medullary Thyroid Cancer","10/03/2019",101,"01/14/2020"
280,"OmniDx_0007","Thyroid Cancer","Solid Tumor","MD-0923","Thyroid / Thyroid carcinomas / Mixed medullary and follicullar cell carcinoma","Medullary Thyroid Cancer","10/03/2019",101,"01/14/2020"
281,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-1680","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
282,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-2505","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Adenosquamous carcinoma","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
283,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-2509","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Mixed ductal-endocrine carcinoma","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
284,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-2510","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Mucinous noncystic carcinoma","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
285,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-2513","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Signet ring cell carcinoma","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
286,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-2514","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Undifferentiated (anaplastic) carcinoma","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
287,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-2515","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Ductal adenocarcinoma / Undifferentiated carcinoma with osteoclast-like giant cells","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
288,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-1685","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Mucinous cystadenocarcinoma","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
289,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-2506","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Mucinous cystadenocarcinoma / Invasive","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
290,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-2512","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Mucinous cystadenocarcinoma / Non-invasive","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
291,"OmniDx_0066","Pancreatic Cancer","Solid Tumor","MD-1690","Pancreatic (Exocrine) / Epithelial Tumors / Malignant / Serous cystadenocarcinoma","Pancreatic Adenocarcinoma","10/03/2019",101,"01/14/2020"
